,Papers,citedByCount,GWAS-H,Betweenness,Degree,Country,Institution
Paul L Auer,8,60,5.0,0.00015990934778184468,0.044896168470312955,,
Phyllis J Goodman,5,243,5.0,6.628431111605092e-05,0.03188066686165546,,
Manav Kapoor,5,60,5.0,6.535942082751152e-06,0.003948522959929804,,
Paul Lips,5,361,5.0,3.4151348399421073e-06,0.01820707809300965,,
Christian Muller,9,275,5.0,4.091525945304624e-05,0.04387247733255338,,
Tanika N Kelly,6,241,5.0,2.9531254454153436e-05,0.020620064346300086,,
Nina Hutri-Kahonen,7,34,5.0,1.4078258097661903e-05,0.03780345130155016,,
Lorraine Durcan,7,428,5.0,1.296007932035873e-05,0.04314126937701082,,
R H Perlis,5,428,5.0,1.1512850251982821e-05,0.006946475577654284,,
Terri Rice,6,371,5.0,4.5707075832016246e-05,0.013454226381983035,,
Tokhir Dadaev,5,422,5.0,7.164913551074361e-06,0.01908452763966072,,
Ioana Cotlarciuc,6,251,5.0,2.2512828171169586e-05,0.02193623866627669,,
Danielle Dick,5,268,5.0,5.618366095899006e-05,0.010383152968704299,,
Thomas Espeseth,5,372,5.0,1.664791067826067e-05,0.030052646972799062,,
Gary Donohoe,5,372,5.0,1.664791067826067e-05,0.030052646972799062,,
Stephanie Le Hellard,5,372,5.0,1.664791067826067e-05,0.030052646972799062,,
Marc Sanson,5,424,5.0,6.791798435168892e-06,0.008555133079847909,,
Ian H Frazer,5,270,5.0,5.685458894046203e-06,0.013819830359754313,,
Markus Aly,5,424,5.0,5.143520513691483e-06,0.01893828604855221,,
Robert B Jenkins,6,371,5.0,4.5707075832016246e-05,0.013454226381983035,,
P Deloukas,5,270,5.0,2.370945846736658e-07,0.0021205030710734134,,
Nerea Alonso,6,370,5.0,6.011163263628499e-05,0.015428487861947938,,
Teuvo L J Tammela,6,424,5.0,6.099964422700497e-06,0.019157648435214975,,
Jes S Lindholt,5,425,5.0,1.0504254323691526e-05,0.01572097104416496,,
Giorgio Sirugo,5,337,5.0,3.5391083793090834e-05,0.005410938871014916,,
Xueying Zhao,5,220,5.0,1.5698174174450993e-05,0.012796139221994735,,
William R Scott,8,587,5.0,3.3514107181926384e-05,0.06653992395437262,,
Jennifer A Doherty,5,330,5.0,2.7683377779792084e-05,0.029540801403919275,,
Heike Bickeboller,6,298,5.0,1.572417991790939e-05,0.019377010821877743,,
Gabi Kastenmuller,5,593,5.0,9.99720195078193e-07,0.004606610119918105,,
Christoph Engel,6,299,5.0,2.047755320818101e-05,0.049795261772448085,,
Peng Guan,5,205,5.0,1.5199892965061023e-05,0.012649897630886224,,
Stephen I Rennard,5,300,5.0,2.2697099035611336e-05,0.006727113190991518,,
H J Edenberg,7,204,5.0,0.0002683015442063323,0.009432582626498976,,
Caroline Baynes,6,329,5.0,3.799891593547455e-05,0.04255630301257678,,
Adamo Pio d'Adamo,5,300,5.0,6.246177281015269e-06,0.0364141561860193,,
T Tanaka,6,51,5.0,0.00028522651950801313,0.012284293653114946,,
Yoshio Kasuga,6,204,5.0,1.981692935942158e-05,0.025080432875109682,,
P Sklar,5,329,5.0,0.0004583830300434179,0.006069026031003217,,
Arne Lindgren,5,301,5.0,1.1154948988794062e-05,0.013746709564200058,,
Chun-Ming Wong,5,204,5.0,5.370854243753353e-07,0.00467973091547236,,
Alessandra Viel,5,326,5.0,2.293243305140415e-05,0.0448230476747587,,
D S Evans,5,70,5.0,0.0002442136094868744,0.007312079555425563,,
Sandrina Lambrechts,5,205,5.0,1.4221999340460035e-06,0.023179292190699034,,
Glenn S Gerhard,5,47,5.0,0.00011187879125159388,0.00636150921322024,,
Udo Hoffmann,5,325,5.0,7.55225619175168e-07,0.006653992395437262,,
Zhihua Yin,5,205,5.0,1.5199892965061023e-05,0.012649897630886224,,
Harry J de Koning,5,36,5.0,2.9691837796056582e-06,0.00804328751096812,,
Gunther Deuschl,5,562,5.0,1.0312905423864734e-05,0.005776542848786195,,
Cinnamon S Bloss,6,69,5.0,0.00028748021544199823,0.014916642293068149,,
Gustavo C Rodriguez,5,295,5.0,1.837865790872336e-05,0.04672418835916935,,
Elza Khusnutdinova,7,570,5.0,0.0008167370067621936,0.07100029248318221,,
Lauri A Aaltonen,5,573,5.0,1.9382005749040263e-05,0.010821877742029832,,
Chris Fegan,5,208,5.0,1.721569269993798e-05,0.010090669786487276,,
Ming Liu,5,47,5.0,5.5898927323346965e-06,0.00350979818660427,,
Pieter S Hiemstra,5,47,5.0,7.442461777309174e-06,0.014989763088622404,,
Guy Pratt,5,208,5.0,1.721569269993798e-05,0.010090669786487276,,
Sarah Kittel-Schneider,5,36,5.0,4.6997434950969885e-05,0.013088622404211757,,
Morten Mattingsdal,5,330,5.0,4.162702867455969e-05,0.016525299795261773,,
Peter St George-Hyslop,5,582,5.0,0.00015619370547495973,0.017695232524129863,,
Sally Doherty,5,206,5.0,5.099932357027913e-06,0.00804328751096812,,
Thomas J Montine,5,585,5.0,5.19514864822688e-06,0.01052939455981281,,
Lynne E Wagenknecht,7,601,5.0,2.7716170402173634e-05,0.028882714243930973,,
J Li,6,50,5.0,0.0011497257475790949,0.004825972506580871,,
Wim Timens,8,46,5.0,9.863600851224531e-05,0.02325241298625329,,
Suleeporn Sangrajrang,6,1426,5.0,9.804693995691816e-06,0.04233694062591401,,
Irene Pappa,6,34,5.0,2.3717667022285635e-05,0.03027200935946183,,
Wen Hong Linda Kao,7,612,5.0,6.147330778648059e-06,0.02895583503948523,,
Clara Camaschella,5,71,5.0,1.7480905819306659e-06,0.011626206493126645,,
Tiffany A Greenwood,9,71,5.0,0.00019570895071008298,0.01155308569757239,,
Hyuna Sung,5,197,5.0,3.688605782140313e-06,0.006727113190991518,,
S Krithika,5,315,5.0,0.001314871328234186,0.025226674466218194,,
Jessica Tyrrell,6,49,5.0,1.5708871580517197e-05,0.03290435799941503,,
Kyle J Gaulton,7,314,5.0,4.489097378052876e-05,0.043068148581456564,,
Kelly A Thomas,6,196,5.0,3.1999230335599354e-06,0.005484059666569173,,
Michael Knapp,6,310,5.0,1.064707134668248e-05,0.005410938871014916,,
Bettina Konte,6,72,5.0,2.7011337468359612e-05,0.01221117285756069,,
Jian Shen,6,193,5.0,0.0005980706235352762,0.01608657502193624,,
Samuel E Jones,6,72,5.0,2.41845852249363e-05,0.03027200935946183,,
Joanna Pera,5,310,5.0,3.0885040421838945e-05,0.01506288388417666,,
Gary M Hunninghake,5,311,5.0,1.6972584199174502e-05,0.004972214097689383,,
Akihiro Sekine,6,316,5.0,1.3764593404322237e-05,0.004314126937701082,,
Archie Campbell,7,50,5.0,2.9597106946440847e-05,0.044457443696987425,,
High Seng Chai,5,203,5.0,2.8434123639301233e-06,0.00350979818660427,,
Meir J Stampfer,5,199,5.0,3.3369712753591145e-05,0.026835331968411816,,
Yong Li,7,70,5.0,6.242966323647157e-05,0.02961392219947353,,
John Carpten,5,322,5.0,6.126695443011662e-05,0.026250365603977772,,
Rene Pool,5,50,5.0,2.7139784196676635e-06,0.012138052062006435,,
Mark McCormack,5,321,5.0,1.5733037850878935e-05,0.004167885346592571,,
Ekaterina Rogaeva,5,605,5.0,3.502134085531173e-05,0.01674466218192454,,
Joanna M Biernacka,8,201,5.0,7.580718263660384e-05,0.014185434337525593,,
Hauke Thomsen,6,71,5.0,4.895648778998003e-06,0.007385200350979819,,
Marc Henrion,6,201,5.0,6.545986312442582e-05,0.01893828604855221,,
Matthew L Kosel,5,305,5.0,3.214991540652598e-05,0.010383152968704299,,
Sun-Seog Kweon,6,201,5.0,1.17430362094546e-05,0.015574729453056449,,
Paul A Decker,5,305,5.0,3.214991540652598e-05,0.010383152968704299,,
Jonathan H Tobias,5,608,5.0,4.35586199505755e-06,0.01286926001754899,,
Stephanie L Schmit,5,50,5.0,1.866980251255678e-05,0.015428487861947938,,
Daniel Catovsky,6,200,5.0,1.0962984863370029e-05,0.010236911377595788,,
Frits R Rosendaal,7,608,5.0,4.9668474091892466e-05,0.041093887101491665,,
Goran Pershagen,5,46,5.0,4.3174191766556604e-05,0.016013454226381982,,
Gary C Curhan,5,387,5.0,1.241157889994353e-06,0.023983620941795847,,
John H Fingert,5,68,5.0,3.221604382458908e-05,0.014112313541971337,,
Joon Seol Bae,5,52,5.0,3.553058382876836e-06,0.0015355367066393682,,
Shyamali C Dharmage,5,210,5.0,1.8316869337947163e-06,0.010968119333138345,,
Ying Chen,5,214,5.0,4.021883347230755e-05,0.015355367066393682,,
Chaim O Jacob,5,535,5.0,6.756215954802224e-06,0.005264697279906405,,
Jiawei Shen,7,214,5.0,0.00020493679787352603,0.010602515355367065,,
Jennifer A Kelly,6,544,5.0,1.2813149886375993e-05,0.0062152676221117285,,
Min Zeng,5,52,5.0,3.634886599979432e-08,0.0005118455688797894,,
Maria Luisa Brandi,5,337,5.0,7.726047005107027e-05,0.0187920444574437,,
John M Maris,5,337,5.0,1.377698221247526e-06,0.0034366773910500144,,
Joseph Biederman,5,211,5.0,1.2643868390967708e-05,0.00402164375548406,,
Antonio Julia,5,68,5.0,4.792920744272954e-06,0.00233986545773618,,
Douglas Easton,7,294,5.0,3.820776813386365e-05,0.025519157648435216,,
Lawrence S Honig,5,550,5.0,4.8061716790023894e-05,0.01403919274641708,,
Cathy Laurie,6,550,5.0,0.00013596737954772476,0.012576776835331968,,
Jose A Riancho,6,335,5.0,1.1374061007559773e-05,0.021716876279613922,,
Philip R Gehrman,5,52,5.0,1.4907775150515871e-06,0.006800233986545773,,
Antonia Trichopoulou,5,294,5.0,8.414899892771437e-05,0.041532611874817195,,
Graeme I Bell,6,335,5.0,2.6140668436211757e-05,0.026323486399532026,,
Lothar Haeberle,6,540,5.0,8.149568284315672e-06,0.04116700789704592,,
Laura Papi,5,541,5.0,0.00044184541507463277,0.05220824802573852,,
Elio Scarpini,6,532,5.0,5.1676626610954e-05,0.017768353319684117,,
Betty P Tsao,5,535,5.0,6.756215954802224e-06,0.005264697279906405,,
Hirofumi Nakaoka,6,52,5.0,4.9692868268510094e-05,0.007312079555425563,,
Jonathan Haines,5,335,5.0,3.596321315177137e-05,0.008920737057619187,,
Jyotishman Pathak,7,213,5.0,3.3581635959567666e-06,0.004241006142146827,,
Catriona McLean,5,292,5.0,6.332937112844645e-06,0.04014331675928634,,
Francisco Rothhammer,5,25,4.0,5.021920260145294e-05,0.004314126937701082,,
David T Felson,4,102,4.0,1.6092122178323409e-06,0.006142146826557473,,
J M Biernacka,4,46,4.0,0.00013877308373447874,0.0062152676221117285,,
Alvar Agusti,4,115,4.0,1.3036408557501559e-06,0.00350979818660427,,
Tadafumi Kato,4,52,4.0,0.00016073495143191166,0.00935946183094472,,
Yves Dauvilliers,4,102,4.0,1.702826600283704e-05,0.006727113190991518,,
Brian F Meyer,5,102,4.0,4.8462293602927416e-05,0.018280198888563907,,
James F Casella,4,53,4.0,0.0,0.0013161743199766012,,
Xiaohong R Yang,4,26,4.0,1.5899414101453457e-05,0.04065516232816613,,
Giovanni Poletti,5,25,4.0,5.021920260145294e-05,0.004314126937701082,,
Kelley Meade,4,50,4.0,4.0520168776714396e-07,0.003729160573267037,,
D M Evans,4,102,4.0,1.7962450790604218e-05,0.003363556595495759,,
Patricia A Cleary,4,53,4.0,1.3325679347338705e-06,0.00233986545773618,,
Ana Patino-Garcia,4,107,4.0,2.3879050117652952e-06,0.004533489324363849,,
Eleanor Kane,4,57,4.0,7.0675803564208545e-06,0.01155308569757239,,
Emily Barron-Casella,4,53,4.0,0.0,0.0013161743199766012,,
Cara L Carty,4,54,4.0,3.322252373386759e-06,0.010236911377595788,,
Daniel Chasman,4,115,4.0,8.840564940913383e-06,0.021643755484059665,,
Joanne Murabito,4,115,4.0,4.615927170766121e-06,0.016598420590816027,,
Youling Guo,4,50,4.0,1.2289416822152559e-06,0.002193623866627669,,
Timothy A Thornton,12,46,4.0,0.0001314608296181123,0.0187920444574437,,
Qing Jiang,4,108,4.0,6.573669503388817e-05,0.008408891488739398,,
Patricia A Ganz,4,102,4.0,7.4887487041044074e-06,0.04467680608365019,,
Karin Haack,4,116,4.0,1.3008479095759978e-05,0.0010236911377595789,,
Konstantin G Arbeev,4,49,4.0,0.0,0.00021936238666276687,,
Steve Franks,4,108,4.0,1.3081866665696732e-05,0.027493419128400115,,
Timo P Hiltunen,4,45,4.0,2.388623374153988e-07,0.0030710734132787364,,
Ming Li,4,116,4.0,2.2271094715803628e-05,0.006142146826557473,,
Morio Ueno,4,45,4.0,0.0001350419985388312,0.010090669786487276,,
Joanne M Jordan,8,116,4.0,3.2650871909344984e-05,0.03816905527932144,,
Paul N Hopkins,6,53,4.0,7.054721932957034e-07,0.0038754021643755483,,
Emiko Noguchi,4,109,4.0,4.1655168250560186e-05,0.012138052062006435,,
Robert Keers,4,26,4.0,1.7052251245504546e-06,0.002778590231061714,,
Svetlana V Ukraintseva,4,49,4.0,0.0,0.00021936238666276687,,
Matthew Allison,4,53,4.0,1.4032679612172984e-05,0.013673588768645802,,
Anthony G Comuzzie,4,116,4.0,1.3008479095759978e-05,0.0010236911377595789,,
Agneta Nordenskjold,5,57,4.0,5.168920147776724e-06,0.0026323486399532025,,
J A Lieberman,4,99,4.0,1.2758408733756285e-06,0.0010236911377595789,,
Tessel E Galesloot,5,100,4.0,4.11021703854464e-05,0.03129570049722141,,
Yesha M Patel,4,26,4.0,6.018714744059487e-07,0.0016086575021936238,,
F Degenhardt,4,46,4.0,0.0008252611378325508,0.00921322023983621,,
Koichi Hirata,5,100,4.0,1.10549916097231e-05,0.002559227844398947,,
Olof Sigurdardottir,4,26,4.0,5.447489223407251e-06,0.00636150921322024,,
Clement Adebamowo,4,48,4.0,8.835685105867409e-06,0.005264697279906405,,
Katharina E Schraut,5,101,4.0,1.2461517274799447e-05,0.03224627083942673,,
Yonghu Sun,4,108,4.0,3.856075333372104e-05,0.006946475577654284,,
Jon Genuneit,4,52,4.0,6.748596559144959e-06,0.015574729453056449,,
Marcella Marinelli,4,53,4.0,8.31241886546404e-07,0.008482012284293653,,
I M Nolte,4,53,4.0,7.621823296290366e-05,0.007312079555425563,,
Denise Serebrisky,4,50,4.0,4.0520168776714396e-07,0.003729160573267037,,
Emerita Brigino-Buenaventura,4,50,4.0,4.0520168776714396e-07,0.003729160573267037,,
Nader Perroud,4,101,4.0,4.5436444603302257e-07,0.00350979818660427,,
Robin N Beaumont,5,45,4.0,4.223607015519742e-06,0.015136004679730915,,
Saunak Sen,4,50,4.0,4.0520168776714396e-07,0.003729160573267037,,
Niina Pitkanen,4,57,4.0,2.0348450058730823e-06,0.01740274934191284,,
Harold J Farber,4,50,4.0,4.0520168776714396e-07,0.003729160573267037,,
A Agrawal,5,107,4.0,1.8719977391925784e-05,0.006142146826557473,,
Marcus A Tuke,5,45,4.0,4.223607015519742e-06,0.015136004679730915,,
Annette Lake,4,111,4.0,2.8303036128058957e-06,0.006873354782100029,,
Dorit Schleinitz,5,55,4.0,2.70648098039372e-07,0.002705469435507458,,
Fernando Martinez,4,54,4.0,5.527772723905683e-06,0.00350979818660427,,
Jing Chen,5,55,4.0,4.748002556165734e-05,0.006800233986545773,,
Julie A Marsh,4,112,4.0,1.9976985289171644e-06,0.014843521497513893,,
Margaret R Wrensch,4,55,4.0,1.8714231655651863e-05,0.006288388417665984,,
Konstantinos Arfanakis,4,104,4.0,6.295332078223622e-06,0.027200935946183093,,
Gianfranco Sinagra,4,56,4.0,1.619139215598486e-06,0.020327581164083064,,
Jianzhao Xu,4,44,4.0,1.9633229636901753e-07,0.001754899093302135,,
Gurpreet S Wander,5,106,4.0,7.4850654265261916e-06,0.018499561275226672,,
Mahfuzar Rahman,5,111,4.0,7.612222903101015e-05,0.01594033343082773,,
S Herms,4,106,4.0,7.370401768009862e-05,0.016305937408599005,,
Xingyi Guo,4,47,4.0,7.760360772561861e-06,0.012576776835331968,,
Xin-Qun Wang,4,43,4.0,1.8076699608078295e-05,0.015574729453056449,,
Yangsoo Jang,5,111,4.0,2.039571561912828e-05,0.003582918982158526,,
David Crosslin,4,44,4.0,1.1474619064988424e-05,0.006507750804328751,,
Robert J Straka,5,54,4.0,2.5778592301494083e-07,0.00233986545773618,,
Piero Picci,4,107,4.0,2.3879050117652952e-06,0.004533489324363849,,
Carol Giffen,4,44,4.0,2.3114869063194855e-06,0.009505703422053232,,
Leigha Senter,5,105,4.0,7.107489670792118e-05,0.047162913132494884,,
Eleni Giannoulatou,4,1080,4.0,1.876256118952591e-05,0.020620064346300086,,
Stella Aslibekyan,6,54,4.0,3.4821755733942125e-07,0.0022667446621819245,,
Jeong-Hyun Kim,6,44,4.0,3.013634873357831e-05,0.0021205030710734134,,
Maciej Tomaszewski,4,1085,4.0,1.2080098234132603e-05,0.03721848493711612,,
Myunghee Hong,4,55,4.0,1.7068333131785527e-05,0.004314126937701082,,
E Zeggini,4,105,4.0,0.00024143657864791687,0.006873354782100029,,
X Li,4,26,4.0,0.00031928046891663303,0.004314126937701082,,
Mark A Frye,5,26,4.0,1.287465419443572e-05,0.011114360924246856,,
Lannie Ligthart,5,105,4.0,2.5104370874998685e-06,0.015794091839719217,,
Claudine Isaacs,4,105,4.0,1.6673603150625115e-05,0.04650482597250658,,
Romana T Netea-Maier,4,104,4.0,7.999803945077001e-06,0.013454226381983035,,
John Ziniti,4,105,4.0,1.253699897842764e-05,0.004972214097689383,,
Takanori Mizoguchi,4,44,4.0,1.674984653461979e-05,0.013892951155308569,,
Mineo Ozaki,4,44,4.0,1.674984653461979e-05,0.013892951155308569,,
Jane Romm,4,113,4.0,0.0001580227608517168,0.04855220824802574,,
Verena Sengpiel,5,43,4.0,1.535215761980019e-05,0.014112313541971337,,
Kimmo Kontula,4,43,4.0,1.568959752796996e-05,0.007165837964317052,,
Toni-Kim Clarke,6,110,4.0,1.0483851625674945e-05,0.018645802866335184,,
Lavinia Schuler-Faccini,4,25,4.0,8.100294485589435e-06,0.0032173150043872476,,
J Hauser,4,110,4.0,1.8297838805997826e-05,0.010456273764258554,,
Yan Li,4,102,4.0,2.867317827801037e-05,0.010821877742029832,,
Wei-Hsian Yin,5,51,4.0,5.398250436922184e-07,0.0019011406844106464,,
Moniek P M de Maat,6,114,4.0,4.947443007286995e-07,0.014258555133079848,,
M Fornage,4,56,4.0,0.00012972780603123755,0.00921322023983621,,
Maria-Catira Bortolini,4,25,4.0,8.100294485589435e-06,0.0032173150043872476,,
Anna Jonsson,4,1053,4.0,4.1183193445529264e-05,0.02690845276396607,,
Etsuko Hashimoto,4,102,4.0,0.0001236131751106701,0.0053378180754606605,,
Yong Lin,7,57,4.0,1.1751324110511395e-05,0.005630301257677684,,
Shomi S Bhattacharya,4,54,4.0,6.397525839413138e-06,0.009798186604270254,,
Raymonda Varon-Mateeva,4,102,4.0,7.4887487041044074e-06,0.04467680608365019,,
Malcolm Dunlop,4,48,4.0,1.2328849683515461e-05,0.010748756946475577,,
Alauddin Ahmed,6,114,4.0,7.612222903101015e-05,0.01594033343082773,,
Farid Radmanesh,4,43,4.0,1.3790280255480855e-05,0.015428487861947938,,
Susan L McElroy,4,26,4.0,1.2817316027555712e-05,0.0110412401286926,,
Frank Gilliland,4,51,4.0,5.497229463983944e-05,0.014185434337525593,,
John G McHutchison,4,1059,4.0,7.70589990511467e-08,0.0010236911377595789,,
Martin Schalling,4,103,4.0,7.494024853686386e-05,0.01572097104416496,,
Ursula M Schick,6,56,4.0,2.7744566114366177e-05,0.025153553670663936,,
Timothy Thornton,4,54,4.0,1.719268908542587e-05,0.005045334893243638,,
E K Green,4,51,4.0,0.000606601817568318,0.00987130739982451,,
Yan Gong,5,56,4.0,7.79815109630695e-06,0.004533489324363849,,
Jennifer Kriebel,6,51,4.0,5.3045574051556146e-05,0.036194793799356535,,
Annamaria Iorio,4,56,4.0,1.619139215598486e-06,0.020327581164083064,,
Stephen Sawcer,4,1115,4.0,4.087340205139054e-05,0.018865165252997952,,
X Zhang,4,54,4.0,5.843761707900843e-05,0.006142146826557473,,
K Gordon-Smith,4,51,4.0,0.000606601817568318,0.00987130739982451,,
Dorothy Montgomery,4,111,4.0,2.8303036128058957e-06,0.006873354782100029,,
Ruth F Jarrett,4,111,4.0,2.8303036128058957e-06,0.006873354782100029,,
Samuel Canizales-Quinteros,5,25,4.0,5.021920260145294e-05,0.004314126937701082,,
Maija Parkkonen,4,72,4.0,6.312319620407746e-07,0.005264697279906405,,
Jan Haavik,4,26,4.0,2.6313630787556974e-06,0.002997952617724481,,
Helena Kuivaniemi,4,82,4.0,1.2664846989793163e-05,0.012576776835331968,,
Masaomi Iyo,4,81,4.0,1.4890638272306361e-05,0.0028517110266159697,,
Jia Qu,4,68,4.0,3.538931992194742e-05,0.004606610119918105,,
A Takahashi,5,81,4.0,8.300450746299511e-06,0.0019011406844106464,,
Richard Casaburi,4,80,4.0,7.825635555307244e-07,0.0029248318221702253,,
Yoko Ikeda,5,80,4.0,0.00018606623186579713,0.010236911377595788,,
Kazuhiko Mori,5,80,4.0,0.00018606623186579713,0.010236911377595788,,
Matthew H Kulke,4,68,4.0,1.9558936891011462e-05,0.00987130739982451,,
Shantanu Roy,6,80,4.0,1.8846305708716404e-05,0.005703422053231939,,
Geoffrey Tofler,4,80,4.0,2.3301818502787816e-06,0.012503656039777713,,
Yoji Ogura,4,69,4.0,2.676738237843678e-07,0.0034366773910500144,,
Caterina Chillotti,4,37,4.0,7.629675491652535e-07,0.010821877742029832,,
Kyunga Kim,4,1295,4.0,3.2161877641918916e-05,0.04058204153261188,,
Asmundur Oddsson,4,79,4.0,9.319133729714469e-08,0.003363556595495759,,
Alessio Squassina,4,37,4.0,7.629675491652535e-07,0.010821877742029832,,
Raul Tortosa,4,36,4.0,2.7494934343241394e-06,0.0022667446621819245,,
Maria Lajer,5,79,4.0,1.055263422441072e-06,0.005776542848786195,,
Matthias Laudes,5,36,4.0,2.0913606686042185e-05,0.006434630008774495,,
Yasuo Kurimoto,4,36,4.0,8.019609133908006e-06,0.012430535244223457,,
He Gao,5,36,4.0,7.443353473283235e-05,0.024349224919567123,,
Andreas Engert,4,79,4.0,1.3349143508797622e-06,0.005484059666569173,,
Fang Yang,5,69,4.0,2.365297242190379e-06,0.001754899093302135,,
N Ozaki,4,33,4.0,4.104463258408113e-05,0.0013161743199766012,,
Jaume Bertranpetit,4,36,4.0,2.7494934343241394e-06,0.0022667446621819245,,
Ruifang Li-Gao,7,79,4.0,2.6111350918312225e-05,0.047967241883591694,,
Keisuke Mori,4,79,4.0,2.1441156026243293e-05,0.005703422053231939,,
Denise Daley,4,32,4.0,1.6631945488985502e-05,0.01403919274641708,,
W Yang,4,32,4.0,3.3527072355603993e-06,0.0013161743199766012,,
Sanghoon Moon,8,36,4.0,2.8324516316509717e-05,0.02595788242176075,,
