Number,In Charge,STUDY ACCCESSION,PUBMEDID,LINK,DATASETS,Consortia,NOTES
133,Xuejie,GCST002606,25217961,www.ncbi.nlm.nih.gov/pubmed/25217961,"UK GWAS Stage 1 (UK1); UK GWAS Stage 2 (UK2); Cancer Prostate in Sweden 1 (CAPS1); Cancer Prostate in Sweden 2 (CAPS2); The National Cancer Institute Breast and Prostate Cancer Cohort Consortium (BPC3); Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study (ATBC); Cancer Prevention Study II (CPS-II); European Prospective Investigation into Cancer (EPIC); Health Professional Follow-up Study (HPFS); Multiethnic Cohort Study of Diet and Health (MEC); Physicians Health Study (PHS); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Prevention of Cardiovascular Events in Patients with Prior Heart Attack Using Ticagrelor Compared to Placebo on a Background of Aspirin (PEGASUS); African Americans Prostate Cancer Cohort (AAPC); NBHS/Southern Community Cohort (SCCS); Prostate Cancer Case-Control Studies at MD Anderson (MDA); Los Angeles Study of Aggressive Prostate Cancer (LAAPC); Identifying Prostate Cancer Genes (IPCG); Prostate Cancer Genetics Study (CaP Genes); Case-Control Study of Prostate Cancer among African Americans in Washington, DC (DCPC); King County Prostate Cancer Studies (KCPCS); Gene-Environment Interaction in Prostate Cancer Study (GECAP); North Carolina Prostate Cancer Study (NCPCS); Selenium and Vitamin E Cancer Prevention Trial (SELECT); Prostate Cancer in a Black Population (PCBP); Ghana Prostate (Ghana Prostate); BioBank Japan Project (BBJ); JAPC (JAPC); LAPC (LAPC); Cancer Prostate in Sweden (CAPS); CPCS (CPCS); ESTHER Breast Cancer Study (ESTHER); Fred Hutchinson Cancer Research Center, Seattle US (FHCRC); IPO-Porto Prostate Cancer study (IPO-Porto); The Mayo Clinic study (MAYO); Melbourne Collaborative Cohort Study (MCCS); Moffitt Cancer Center Ovarian Cancer Study (MOF); PCMUS (PCMUS); Poland (Poland); Prostate testing for cancer and Treatment study (ProtecT); Queensland Institute of Medical Research (QIMR); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); The Stockholm-1 (STHLM1); Tampere University Hospital (TAMPERE); UK Genetic Prostate Cancer Study (UKGPCS); Center of Excellence-Baden-Wuerttemberg Type 2 Diabetes Cohort (ULM); Utah Chronic Lymphocytic Leukemia Study (UTAH)",,
134,Xuejie,GCST000649,20383146,www.ncbi.nlm.nih.gov/pubmed/20383146,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); The older order AMISH population studies (AMISH); Atherosclerosis Risk in Communities Study (ARIC); Austrian Stroke Prevention Study (ASPS); Baltimore Longitudinal Study of Ageing (BLSA); Cardiovascular Health Study (CHS); Erasmus Rucphen Family Study (ERF); Family Heart Study (FamHS); Framingham Heart Study (FHS); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); CROATIA-Korcula Study (CROATIA-KORCULA); Micro-isolates in South Tyrol Study (MICROS); Northern Sweden Population Health Study (NSPHS); Orkney Complex Disease Study (ORCADES); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Study of Health in Pomerania (SHIP); Vis Study (VIS); Womens Genome Health Study (WGHS); Genetic Epidemiology Network of Arteriopathy (GENOA); Gutenberg Health Study (GHS); Health, Aging, and Body Composition Study (Health ABC); Nurses Health Study (NHS); Health Professional Follow-up Study (HPFS); The Population Genetic Cohort (POPGEN); Sorbs population (SORBS); CROATIA-Split Study (CROATIA-SPLIT); Swiss Study on Air Pollution and Lung Diseases in Adults (SAPALDIA); Salzburg Atherosclerosis Prevention Program in subjects at High Individual Risk (SAPHIR)",,
135,Xuejie,GCST000185,18454148,www.ncbi.nlm.nih.gov/pubmed/18454148,"Wellcome Trust Case Control Consortium (WTCCC); European Prospective Investigation into Cancer and Nutrition _ Obesity study cohort (EPIC-Obesity); Cohorte Lausannoise (CoLaus); British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); European Prospective Investigation into Cancer (EPIC); Ely Study (Ely); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Oxford Biobank (OBB); Avon Longitudinal Study of Parents and Children (ALSPAC); Hertfordshire Cohort Study (HerCS); Exeter Family Study of Childhood Health (EFSOCH); UK Type 2 Diabetes Genetics Consortium (UK2 GCC); Dundee (Dundee); YT2DM""OXGN (YT2DM""OXGN); SardiNIA Study of Aging (SardiNIA); Cooperative Health Research in the Region of Augsburg (KORA); Nurses Health Study (NHS); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Finland-United States Investigation of Non-Insulin-Dependent Diabetes Mellitus Genetics (FUSION); Diabetes Genetics Initiative of Broad Institute of Harvard and MIT, Lund University, and Novartis Institutes of BioMedical Research (DGI); UK Medical Research Council (MRC)",,
136,Xuejie,GCST000965,21300955,www.ncbi.nlm.nih.gov/pubmed/21300955,Atherosclerosis Risk in Communities Study (ARIC); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS); Womens Genome Health Study (WGHS),"CanÍt open supplementary doc, some cohort missing",
137,Xuejie,GCST003435,26833246,www.ncbi.nlm.nih.gov/pubmed/26833246,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); The older order AMISH population studies (AMISH); The Berlin Aging Study II (BASE-II); Baltimore Longitudinal Study of Ageing (BLSA); B-vitamins for the prevention of osteoporotic fractures (B-PROOF); Cardiovascular Health Study (CHS); Cohorte Lausannoise (CoLaus); COROGENE: International Studies of Infarct Survival (COROGENE); CROATIA-Vis Island Study (CROATIA-VIS); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); European Prospective Investigation into Cancer and Nutrition _ Obesity study cohort (EPIC-Obesity); Erasmus Rucphen Family Study (ERF); Fels Longitudinal Study (Fels); Family Heart Study (FamHS); Fenland study (Fenland); Framingham Heart Study (FHS); Genetics of Overweight Young Adults (GOYA); Gothenburg Osteoporosis and Obesity Determinants study (GOOD); Health 2000 Study (Health 2000); Health, Aging, and Body Composition Study (Health ABC); Helsinki Birth Cohort Study (HBCS); Health, Risk Factors, Training and Genetics Family Study (HERITAGE); Johnston County Osteoarthritis Project (JOCO); Korean Genome Epidemiology Study (KoGES); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); London Life Sciences Population Study (LOLIPOP); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); Osteoporotic Fractures in Men Study (MrOS); Orkney Complex Disease Study (ORCADES); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Quebec Family Study (QFS); Relationship between Insulin Sensitivity and Cardiovascular disease (RISC); Rotterdam Study I (RS-I); Rotterdam Study III (RS-III); Study of Health in Pomerania (SHIP); Study of Health in Pomerania Trend (SHIP-TREND); Study of Osteoporotic Fractures (SOF); Sorbs population (SORBS); UK Adult Twin Register (TwinsUK); Uppsala Longitudinal Study of Adult Men (ULSAM); Cardiovascular Risk in Young Finns Study (YFS); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Lifestyle and Genetic determinants of Obesity and Metabolic syndrome study (DILGOM); Ely Study (Ely); European Prospective Investigation into Cancer (EPIC); Fenland study (Fenland); Health2006 Study (Health2006); Gene By Environment (GXE); SPT (SPT); Leipzig Adults (Leipzig Adults); Metabolic Syndrome In Men (METSIM); Whitehall Study (Whitehall)",,
138,Xuejie,GCST003845,27117709,www.ncbi.nlm.nih.gov/pubmed/27117709,"Australian Breast Cancer Family Study (ABCFS); British Breast Cancer Study (BBCS); Dutch Familial Bilateral Breast Cancer Study (DFBBCS); German Consortium for Hereditary Breast & Ovarian Cancer (GC-HBOC); UK GWAS Stage 2 (UK2); Helsinki Breast Cancer Study (HEBCS); Mammary Carcinoma Risk Factor Investigation (MARIE); Singapore and Sweden Breast Cancer Study (SASBAC); Cancer Prevention Study II (CPS-II); European Prospective Investigation into Cancer (EPIC); Multiethnic Cohort Study of Diet and Health (MEC); Nurses Health Studies II (NHS2); Polish Breast Cancer Study (PBCS); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Nurses Health Study (NHS); Breast Cancer Family Registry (BCFR); Colon Cancer Family Registry (CCFR); Genetic Epidemiologic Study of Breast Cancer by Age 50 (GESBC); Long Island Breast Cancer Study Project (LI); Seattle (Seattle); University of Southern California (USC); Australian Breast Cancer Tissue Bank (ABCTB); Melbourne Collaborative Cohort Study (MCCS); Queensland Institute of Medical Research (QIMR); Bavarian Breast Cancer Cases and Controls (BBCC); Gene Environment Interaction and Breast Cancer in Germany (GENICA); Mammary Carcinoma Risk Factor Investigation (MARIE); Cooperative Health Research in the Region of Augsburg (KORA); Harvard Breast Cancer SPORE Blood Repository (DFCI); Fox Chase Cancer Center (FCCC); Mayo Clinic Breast Cancer Study (MCBCS); National Cancer Institute Cancer Genetic Markers of Susceptibility (CGEMS); Prospective Study of Outcomes in Sporadic Versus Hereditary Breast Cancer Study (POSH); Sheffield Breast Cancer Study (SBCS_b); Wellcome Trust Case Control Consortium (WTCCC); Amsterdam Breast Cancer Study (ABCS); Breast Cancer In Galway Genetic Study (BIGGS); Breast Cancer Study of the University Clinic Heidelberg (BSUCH); CECILE Breast Cancer Study (CECILE); Copenhagen General Population Study (CGPS); Spanish National Cancer Centre Breast Cancer Study (CNIO-BCS); California Teachers Study (CTS); Hellenic Cooperative Oncology Group (Demokritos); ESTHER Breast Cancer Study (ESTHER); Gene Environment Interaction and Breast Cancer in Germany (GENICA); Helsinki Breast Cancer Study (HEBCS); Hannover-Minsk Breast Cancer Study (HMBCS); Karolinska Breast Cancer Study (KARBAC); Kuopio Breast Cancer Project (KBCP); Australian Ovarian Cancer Study (AOCS); Leuven Multidisciplinary Breast Centre (LMBC); Mammary Carcinoma Risk Factor Investigation (MARIE); Montreal Gene-Environment Breast Cancer Study (MTLGEBCS); Multiethnic Cohort Study of Diet and Health (MEC); Nigerian Breast Cancer Study (NigBCS); Nashville Breast Health Study (NBHS); Oulu Breast Cancer Study (OBCS); Ontario Familial Breast Cancer Registry (OFBCR); Leiden University Medical Centre Breast Cancer Study (ORIGO); The Stefanie Spielman Breast Bank and the Columbus Area Control Sample Bank (OSU); Karolinska Mammography Project for Risk Prediction of Breast Cancer (pKARMA); Rotterdam Breast Cancer Study (RBCS); Roswell Park Cancer Institute (RPCI); Singapore and Sweden Breast Cancer Study (SASBAC); Sheffield Breast Cancer Study (SBCS_b); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); St_dtisches Klinikum Karlsruhe Deutsches Krebsforschungszentrum Study (SKKDKFZS); Stanford IST (IST); IHCC-Szczecin Breast Cancer Study (SZBCS); UK Breakthrough Generations Study (UKBGS); BFBOCC (BFBOCC); BIDMC (BIDMC); BMSA (BMSA); BRICOH (BRICOH); Carolina Breast Cancer Study (CBCS); Spanish National Cancer Centre (CNIO); COH (COH); CONSIT (CONSIT); DKFZ (DKFZ); DNA HEBON (HEBON); EMBRACE (EMBRACE); Fox Chase Cancer Center (FCCC); GEMO (GEMO); GEORGETOWN (GEORGETOWN); G-FaST (G-FaST); GOG (GOG); HCSC (HCSC); HUNBOCS (HUNBOCS); Heart and Vascular Health Atrial Fibrillation Study (HVH); ICO (ICO); IHCC-Szczecin Breast Cancer Study (SZBCS); INHERIT (INHERIT); IOVHBOCS (IOVHBOCS); IPOBCS (IPOBCS); Kathleen Cuningham Foundation Consortium for Research into Familial Breast Cancer (kConFab); Meta-Analyses of Glucose and Insulin-related Traits Consortium (MAGIC); McGill (McGill); MDAND (MDAND); MODSQUAD (MODSQUAD); Memorial-Sloan Kettering Lymphoproliferative disorders Study (MSKCC); MUV (MUV); NAROD (NAROD); National Cancer Institute (NCI); NNPIO (NNPIO); OCGN (OCGN); OSUCCG (OSUCCG); OUH (OUH); Polish Breast Cancer Study (PBCS); Swedish Mammography Cohort (SMC); UCSF Family Alcoholism study (UCSF); UKGRFOCR (UKGRFOCR); UPENN (UPENN); VFCTG (VFCTG); Womens Cancer Research Institute - Cedars-Sinai Medical Center (WCRI)",,
139,Xuejie,GCST004139,28115744,www.ncbi.nlm.nih.gov/pubmed/28115744,BioBank Japan Project (BBJ),,
140,Xuejie,GCST003392,27015805,www.ncbi.nlm.nih.gov/pubmed/27015805,UK Biobank (UKB),,
141,Xuejie,GCST002920,25993607,www.ncbi.nlm.nih.gov/pubmed/25993607,Avon Longitudinal Study of Parents and Children (ALSPAC); Baltimore Longitudinal Study of Ageing (BLSA); Brescia (Brescia); Chicago (Chicago); Italian Network on Genetic Isolates-Cliento (INGI-Cilento); Collaborative Genetic Study of Nicotine Dependence (COGEND); The Collaborative Study on the Genetics of Alcoholism (COGA); Estonian Genome Center of the University of Tartu (EGCUT); Erasmus Rucphen Family Study (ERF); Finnish Twin Cohort Study (FTC); Helsinki Birth Cohort Study (HBCS); CROATIA-Korcula Study (CROATIA-KORCULA); Lothian Birth Cohort Studies 1921 (LBC1921); Lothian Birth Cohort Studies 1936 (LBC1936); Minnesota Center for Twin and Family Research (MCTFR); Molecular Genetics of Schizophrenia Collaboration (MGS); Nijmegen Biomedical Study (NBS); Netherlands Study of Depression and Anxiety (NESDA); Netherlands Twin Registry (NTR); Orkney Complex Disease Study (ORCADES); Population-based Autism Genetics and Environment Study (PAGES); Queensland Institute of Medical Research (QIMR); The Netherlands Epidemiology of Obesity Study (NEO); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Swedish Twin Registry (STR); Vis Study (VIS); Cardiovascular Risk in Young Finns Study (YFS); Generation Scotland: Scottish Family Health Study (GS:SFHS),,
142,Xuejie,GCST001765,23222517,www.ncbi.nlm.nih.gov/pubmed/23222517,Avon Longitudinal Study of Parents and Children (ALSPAC); The older order AMISH population studies (AMISH); Cohorte Lausannoise (CoLaus); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Estonian Genome Center of the University of Tartu (EGCUT); European Prospective Investigation into Cancer (EPIC); GeneBank (GeneBank); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); Italian Network on Genetic Isolates-Cliento (INGI-Cilento); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Lothian Birth Cohort Studies 1921 (LBC1921); Lothian Birth Cohort Studies 1936 (LBC1936); LifeLines (LifeLines); London Life Sciences Population Study (LOLIPOP); Malmo Diet and Cancer Study (MDC); Micro-isolates in South Tyrol Study (MICROS); Netherlands Study of Depression and Anxiety (NESDA); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Netherlands Twin Registry (NTR); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Queensland Institute of Medical Research (QIMR); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Sorbs population (SORBS); UK Adult Twin Register (TwinsUK); UK National Blood Donor Service (UKBS); Cambridge BioResource (CBR); deCODE Genetics (deCODE); Ludwigshafen Risk and Cardiovascular Health (LURIC); Ogliastra Genetic Park (OGP); The Secondary Manifestations of ARTerial disease study (SMART); Cardiovascular Risk in Young Finns Study (YFS),,
143,Xuejie,GCST003120,26362575,www.ncbi.nlm.nih.gov/pubmed/26362575,Avon Longitudinal Study of Parents and Children (ALSPAC); Baltimore Longitudinal Study of Ageing (BLSA); Brescia (Brescia); Chicago (Chicago); Italian Network on Genetic Isolates-Cliento (INGI-Cilento); Estonian Genome Center of the University of Tartu (EGCUT); Erasmus Rucphen Family Study (ERF); Finnish Twin Cohort Study (FTC); Helsinki Birth Cohort Study (HBCS); CROATIA-Korcula Study (CROATIA-KORCULA); Lothian Birth Cohort Studies 1921 (LBC1921); Lothian Birth Cohort Studies 1936 (LBC1936); Minnesota Center for Twin and Family Research (MCTFR); Molecular Genetics of Schizophrenia Collaboration (MGS); Nijmegen Biomedical Study (NBS); Netherlands Study of Depression and Anxiety (NESDA); Netherlands Twin Registry (NTR); Orkney Complex Disease Study (ORCADES); Population-based Autism Genetics and Environment Study (PAGES); Queensland Institute of Medical Research (QIMR); The Collaborative Study on the Genetics of Alcoholism (COGA); Study of Addiction: Genetics and Environment (SAGE); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Swedish Twin Registry (STR); CROATIA-Vis Island Study (CROATIA-VIS); Cardiovascular Risk in Young Finns Study (YFS); Generation Scotland: Scottish Family Health Study (GS:SFHS); Collaborative Genetic Study of Nicotine Dependence (COGEND),,
144,Xuejie,GCST002899,25961943,www.ncbi.nlm.nih.gov/pubmed/25961943,"Diabetes Genetics Initiative of Broad Institute of Harvard and MIT, Lund University, and Novartis Institutes of BioMedical Research (DGI); British 1958 Birth Cohort Study (B58C); Estonian Genome Center of the University of Tartu (EGCUT); Estonian Genome Center of the University of Tartu (EGCUT); COROGENE: International Studies of Infarct Survival (COROGENE); Finnish Twin Cohort Study (FTC); Health2000 GenMets Study (GenMets); Helsinki Birth Cohort Study (HBCS); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); TwinGene Study (TwinGene); Uppsala Longitudinal Study of Adult Men (ULSAM); British 1958 Birth Cohort Study (B58C); Cardiovascular Risk in Young Finns Study (YFS)",,
