,PUBMEDID,N,In Charge,DATASETS,Consortia,NOTES
241,25096241,120212,Domante,"BioBank Japan Project (BBJ); NO NAME; NO NAME; Rotterdam Study (RS); Framingham Heart Study (FHS); Atherosclerosis Risk in Communities Study (ARIC); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Health, Aging, and Body Composition Study (Health ABC); Baltimore Longitudinal Study of Ageing (BLSA); The Invecchiare in Chianti (InCHIANTI); Atherosclerosis Risk in Communities Study (ARIC); Coronary Artery Risk Development in Young Adults (CARDIA); Genetic STudy of Aspirin Responsiveness (GeneSTAR); Healthy Aging in Neighborhoods of Diversity across the Life Span Study (HANDLS); Health, Aging, and Body Composition Study (Health ABC); Jackson Heart Study (JHS); Womens Health Initiative (WHI); NO NAME",RIKEN; CHARGE; COGENT,
242,25064009,119894,Xuejie,International Parkinson Disease Genomics Consortium (IPDGC); 23andMe (23andMe); Ash Jewish (Ash Jewish); HIHG (HIHG); NGRC (NGRC); PGPD (PGPD); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study I (RS-I),,
243,24403052,119706,Xuejie,Icelandic Cancer Registry (ICR); deCODE Genetics (deCODE); NO NAME,,
244,20139978,119241,Domante,BioBank Japan Project (BBJ),,
245,26414677,118809,Pilar,"Cilento study (Cilento); deCODE Genetics (deCODE); UK Adult Twin Register (TwinsUK); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Breast Cancer Association Consortium (BCAC); Cancer Aids Registries Linkage (CARL); Cardiovascular Health Study (CHS); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); Erasmus Rucphen Family study (ERF); Estonian Genome Center of the University of Tartu (EGCUT); Cohorte Lausannoise (CoLaus); European Prospective Investigation into Cancer (EPIC); Framingham Heart Study (FHS); Generation Scotland: Scottish Family Health Study (GS:SFHS); Genetic Epidemiology Network of Arteriopathy (GENOA); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Health and Retirement Study (HRS); HAPI Heart Study (HAPI); The Invecchiare in Chianti (InCHIANTI); Multi-Ethnic Study of Atherosclerosis (MESA); Netherlands Twin Registry (NTR); Nurses Health Study (NHS); Orkney Complex Disease Study (ORCADES); Queensland Institute of Medical Research (QIMR); Rotterdam Study (RS); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Health, Aging, and Body Composition Study (Health ABC); LifeLines (LifeLines); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Womens Genome Health Study (WGHS)",,
246,28991256,118495,Pilar,#VALUE!,,
247,26997408,118023,Domante,"Baltimore Longitudinal Study of Ageing (BLSA); Dortmund Health Study (DHS); Erasmus Rucphen Family Study (ERF); Framingham Heart Study (FHS); Helsinki Birth Cohort Study (HBCS); Health, Aging, and Body Composition Study (Health ABC); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); SardiNIA Study of Aging (SardiNIA); Atherosclerosis Risk in Communities Study (ARIC); Swedish Twin Registry (STR); FINRISK (FINRISK); Health and Retirement Study (HRS); The Invecchiare in Chianti (InCHIANTI); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); Religious Orders Study (ROS)",CHARGE,
248,27899403,117970,Xuejie,Aneurysm Consortium AAA GWAS dataset (AC); British 1958 Birth Cohort Study (B58C); New Zealand Vascular Genetic Study AAA GWAS dataset (NZ-VAS); US PA GWAS dataset (USPA); Iceland AAA GWAS dataset (IBCS); deCODE Genetics (deCODE); The Netherlands AAA GWAS dataset (Netherlands); Aneurysm Consortium AAA GWAS dataset (AC); New Zealand (NZ); NO NAME; Medical Records and Genomics study (eMERGE); NO NAME; NO NAME; NO NAME,,
249,23041239,116823,Xuejie,"Atherosclerosis Risk in Communities Study (ARIC); Australian Stroke Genetics Collaborative (ASGC); Bio-Repository of DNA in Stroke (BRAINS); Cardiovascular Health Study (CHS); deCODE Genetics (deCODE); Framingham Heart Study (FHS); Genetics of Early Onset Stroke (GEOS); Heart Protection Study (HPS); Heart and Vascular Health Atrial Fibrillation Study (HVH); Ischemic Stroke Genetics Study (ISGS); Genes Affecting Stroke Risk and Outcome Study (MGH-GASROS); Milano Besta Institute Stroke Study (MILANO); Rotterdam Study (RS); Wellcome Trust Case Control Consortium 2 (WTCCC2); Wellcome Trust Case Control Consortium 2 (WTCCC2); Barcelona (Barcelona); BSS (BSS); Copenhagen General Population Study (CGPS); Edinburgh Stroke Study (ESS); Glasgow, Scotland ImmunoChip Study Samples (GSICSS); Genetics of diabetes Audit and Research (GODARTS); Austrian Stroke Prevention Study (ASPS); INTERSTROKE (INTERSTROKE); Krakow stroke genetics study (KRAKOW); Leuven Stroke Genetics Study (LSGS); Lund Stroke Register (LSR); Munster (Munster); Portugal (Portugal); Risk Assessment of Cerebrovascular Events Study, Pakistan (RACE); The Secondary Manifestations of ARTerial disease study (SMART); Sweden (Sweden); Vitamin Intervention for Stroke Prevention (VISP); Womens Health Initiative (WHI)",,
250,28761973,116776,Pilar,Genetic Factors for Osteoporosis Consortium (GEFOS),,
251,26913989,116470,Xuejie,METASTROKE (METASTROKE); British 1958 Birth Cohort Study (B58C); UK Young Lacunar Stroke DNA resource (DNA_lacunar),,
252,25811787,116324,Domante,Atherosclerosis Risk in Communities Study (ARIC); Baltimore Longitudinal Study of Ageing (BLSA); British Genetics of Hypertension study (BRIGHT); Cohorte Lausannoise (CoLaus); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Vis Island Study (CROATIA-VIS); Estonian Genome Center of the University of Tartu (EGCUT); Erasmus Rucphen Family Study (ERF); Health 2000 Study (Health 2000); The Invecchiare in Chianti (InCHIANTI); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Lothian Birth Cohort Studies 1936 (LBC1936); Micro-isolates in South Tyrol Study (MICROS); Northern Sweden Population Health Study (NSPHS); Orkney Complex Disease Study (ORCADES); Precocious Coronary Artery Disease Study (PROCARDIS); Study of Health in Pomerania (SHIP); Scottish Colorectal Cancer Study (SOCCS); UK Adult Twin Register (TwinsUK); Rotterdam Study (RS); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Netherlands Study of Depression and Anxiety (NESDA); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Ogliastra Genetic Park-Talana Study (OGP-Talana); INCIPE (INCIPE); NO NAME,Global Urate and Gout consortium (GUGC),
253,25778476,115828,Xuejie,Alzheimer Disease Genetic Consortium (ADGC); EADI (EADI); GERAD (GERAD); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Rotterdam Study (RS); Alzheimer Disease Center (ADC); Pfizer (Pfizer); TARCC (TARCC); UMVU (UMVU),,
254,29617998,115486,Pilar,UK Biobank (UKB),,
255,22843499,114863,Xuejie,Wellcome Trust Case Control Consortium (WTCCC); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Baltimore Longitudinal Study of Ageing (BLSA); Cohorte Lausannoise (CoLaus); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); ECHRS (ECHRS); Estonian Genome Center of the University of Tartu (EGCUT); ENGAGE (ENGAGE); European Prospective Investigation into Cancer (EPIC); Fenland study (Fenland); Finland-United States Investigation of Non-Insulin-Dependent Diabetes Mellitus Genetics (FUSION); German Myocardial Infarction Family Study (GerMIFS); Helsinki Birth Cohort Study (HBCS); The Invecchiare in Chianti (InCHIANTI); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Cooperative Health Research in the Region of Augsburg (KORA); Nijmegen Biomedical Study (NBS); Netherlands Study of Depression and Anxiety (NESDA); Netherlands Twin Registry (NTR); Orkney Complex Disease Study (ORCADES); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Queensland Institute of Medical Research (QIMR); Western Australian Pregnancy Cohort Study (RAINE); Rotterdam Study (RS); Study of Health in Pomerania (SHIP); Sorbs population (SORBS); UK Adult Twin Register (TwinsUK); Cardiovascular Risk in Young Finns Study (YFS),,
256,28158719,114054,Pilar,Hispanic Community Health Study (HCHS); Multi-Ethnic Study of Atherosclerosis (MESA); Mount Sinai BioMe BioBank (Mount Sinai); Womens Health Initiative SNP Health Association Resource (WHI-SHARe); Study of Latinos (SOL),,
257,28322246,112086,Xuejie,NO NAME; Thematically Organized Psychoses Research Study (TOP); Danish Psychiatric Central Register (DPCR); British 1958 Birth Cohort Study (B58C); Gottingen Research Association for Schizophrenia (GRAS); Estonian Genome Center of the University of Tartu (EGCUT); Molecular Genetics of Schizophrenia Collaboration (MGS); The Population Genetic Cohort (POPGEN); Cooperative Health Research in the Region of Augsburg (KORA); Heinz Nixdorf Recall Study (HNR); The Singapore Translational and Clinical Research in Psychosis (STCRP); deCODE Genetics (deCODE),,"from my understanding, this one used the same data from 25056061"
258,21386085,110805,Domante,"Atherosclerotic Disease, Vascular function, and Genetic Epidemiology (ADVANCE); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Family Heart Study (FamHS); Genetic Epidemiology Network of Arteriopathy (GENOA); Genetic STudy of Aspirin Responsiveness (GeneSTAR); Northern Finnish Birth Cohort Study 1966 (NFBC1966)",STAMPEED,
259,26367794,110323,Pilar,Avon Longitudinal Study of Parents and Children (ALSPAC); UK Adult Twin Register (TwinsUK),,
260,19330027,110155,Pilar,National Cancer Institute Cancer Genetic Markers of Susceptibility (CGEMS); Breast Cancer Association Consortium (BCAC); Taiwanese Breast Cancer Study (TWBCS); Seoul Breast Cancer Study (SeBCS),,
261,23143596,110074,Pilar,NO NAME,,
262,23535729,109797,Xuejie,Australian Breast Cancer Family Study (ABCFS); Amsterdam Breast Cancer Study (ABCS); Bavarian Breast Cancer Cases and Controls (BBCC); British Breast Cancer Study (BBCS); Breast Cancer Study of the University Clinic Heidelberg (BSUCH); Copenhagen General Population Study (CGPS); Spanish National Cancer Centre Breast Cancer Study (CNIO-BCS); California Teachers Study (CTS); Hellenic Cooperative Oncology Group (Demokritos); ESTHER Breast Cancer Study (ESTHER); Gene Environment Interaction and Breast Cancer in Germany (GENICA); Helsinki Breast Cancer Study (HEBCS); Hannover-Minsk Breast Cancer Study (HMBCS); Karolinska Breast Cancer Study (KARBAC); Kuopio Breast Cancer Project (KBCP); Australian Ovarian Cancer Study (AOCS); Leuven Multidisciplinary Breast Centre (LMBC); Milan Breast Cancer Study Group (MBCSG); Breast Cancer In Galway Genetic Study (BIGGS); CECILE Breast Cancer Study (CECILE); Melbourne Collaborative Cohort Study (MCCS); Multiethnic Cohort Study of Diet and Health (MEC); Montreal Gene-Environment Breast Cancer Study (MTLGEBCS); Nigerian Breast Cancer Study (NigBCS); Nashville Breast Health Study (NBHS); Oulu Breast Cancer Study (OBCS); Ontario Familial Breast Cancer Registry (OFBCR); Leiden University Medical Centre Breast Cancer Study (ORIGO); The Stefanie Spielman Breast Bank and the Columbus Area Control Sample Bank (OSU); Polish Breast Cancer Study (PBCS); Karolinska Mammography Project for Risk Prediction of Breast Cancer (pKARMA); Rotterdam Breast Cancer Study (RBCS); Roswell Park Cancer Institute (RPCI); Singapore and Sweden Breast Cancer Study (SASBAC); Sheffield Breast Cancer Study (SBCS_b); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); St_dtisches Klinikum Karlsruhe Deutsches Krebsforschungszentrum Study (SKKDKFZS); IHCC-Szczecin Breast Cancer Study (SZBCS); UK Breakthrough Generations Study (UKBGS); Asian Cancer Project (ACP); Hospital-based Epidemiologic Research Program at Aichi Cancer Center (HERPACC); Malaysian Breast Cancer Genetic Study (MYBRCA); Shanghai Breast Cancer Genetic Study (SBCGS); Seoul Breast Cancer Study (SeBCS); Singapore Breast Cancer Cohort (SGBCC); Taiwanese Breast Cancer Study (TWBCS); NBHS/Southern Community Cohort (SCCS); Nashville Breast Health Study (NBHS),,
263,28753643,109559,Pilar,Framingham Heart Study (FHS); Heart and Aging Research in Genomic Epidemiology (CHARGE); Justification for the Use of statins in Primary prevention: an Intervention Trial Evaluating Rosuvastatin (JUPITER),,
264,28049566,109146,Xuejie,"Atherosclerosis Risk in Communities Study (ARIC); Baltimore Longitudinal Study of Ageing (BLSA); Cardiovascular Health Study (CHS); Erasmus Rucphen Family Study (ERF); Framingham Heart Study (FHS); Health, Aging, and Body Composition Study (Health ABC); The Invecchiare in Chianti (InCHIANTI); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Helsinki Birth Cohort Study (HBCS); Multi-Ethnic Study of Atherosclerosis (MESA); Nurses Health Study (NHS); Rotterdam Study III (RS-III); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); SardiNIA Study of Aging (SardiNIA); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Study of Health in Pomerania (SHIP); Genetic Association Information Network (GAIN); GenRED (GenRED); GlaxoSmithKline (GSK); MDD2000 Study (MDD2000); MDD2000 Study (MDD2000); Munich Morphometry Sample (MPIP); RADIANT (RADIANT); STAR*D (STAR*D)",,
265,28194004,108976,Xuejie,UK Biobank (UKB),,
266,23599027,108741,Xuejie,"Carolina Breast Cancer Study (CBCS); Los Angeles component of The Womens Contraceptive and Reproductive Experiences Study (CARE); Multiethnic Cohort Study of Diet and Health (MEC); Nashville Breast Health Study (NBHS); Northern California Breast Cancer Family Registry (NC-BCFR); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Wake Forest University Breast Cancer Study (WFBC); Womens Circle of Health Study (WCHS); Busselton Health Study (BHS); Black Womens Health Study (BWHS); Atherosclerosis Risk in Communities Study (ARIC); Coronary Artery Risk Development in Young Adults (CARDIA); Cleveland Family Study (CFS); Jackson Heart Study (JHS); Healthy Aging in Neighborhoods of Diversity across the Life Span Study (HANDLS); Womens Health Initiative (WHI)",,
267,28043905,107997,Pilar,Hispanic Community Health Study (HCHS); Study of Latinos (SOL),,
268,29235454,107686,Pilar,Genetic Epidemiology Research in Adult Health and Aging (GERA),,
269,24861552,107547,Xuejie,Icelandic Cancer Registry (ICR); deCODE Genetics (deCODE); NO NAME; Nijmegen Biomedical Study (NBS); Leeds Bladder Cancer Study (LBCS); Torino Bladder Cancer Study (TBCS); Limburg Cancer Registry (LIKAR); The Neuss Bladder Cancer Study (NeuBCS); The Dortmund Bladder Cancer Study (DBCS); The Lutherstadt Wittenberg study (LW),,
270,25201988,106736,Xuejie,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Avon Longitudinal Study of Parents and Children (ALSPAC); Austrian Stroke Prevention Study (ASPS); Baltimore Longitudinal Study of Ageing (BLSA); Cancer Hormone Replacement Epidemiology in Sweden (CAHRES); Cancer Hormone Replacement Epidemiology in Sweden (CAHRES); Cancer Prostate in Sweden (CAPS); Cancer Prostate in Sweden (CAPS); Colon Cancer Family Registry (CCFR); Cohorte Lausannoise (CoLaus); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); Estonian Genome Center of the University of Tartu (EGCUT); Erasmus Rucphen Family Study (ERF); FINRISK (FINRISK); Finnish Twin Cohort Study (FTC); Genetic Association Information Network (GAIN); Genetic Epidemiology Network of Arteriopathy (GENOA); Health, Aging, and Body Composition Study (Health ABC); Helsinki Birth Cohort Study (HBCS); The Invecchiare in Chianti (InCHIANTI); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); LifeLines (LifeLines); Lothian Birth Cohort Studies 1921 (LBC1921); Lothian Birth Cohort Studies 1936 (LBC1936); Norwegian Mother and Child Cohort study (MOBA); Netherlands Study of Depression and Anxiety (NESDA); Northern Finnish Birth Cohort Study 1966 (NFBC1966); nonGAIN (nonGAIN); Netherlands Twin Registry (NTR); Queensland Institute of Medical Research (QIMR); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); Study of Addiction: Genetics and Environment (SAGE); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Swedish Twin Registry (STR); UK Adult Twin Register (TwinsUK); Cardiovascular Risk in Young Finns Study (YFS); Dortmund Health Study (DHS); Estonian Genome Center of the University of Tartu (EGCUT); Health 2000 Study (Health 2000); Hunter Community Study (HCS); Health and Retirement Study (HRS); Minnesota Center for Twin and Family Research (MCTFR); National Institute on Aging (NIA); Netherlands Twin Registry (NTR); Orkney Complex Disease Study (ORCADES); Rotterdam Study III (RS-III); The Hellenic study of Interactions between SNPs & Eating in Atherosclerosis (HSIEA); WASHS (WASHS)",,"For some, this is a really long list, and can only be found in the supplementary material of other referenced papers_. : https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3751588/bin/NIHMS495960-supplement-Supplementary_Material.pdf"
