In Charge,PUBMEDID,DATASETS,Consortia,NOTES
Domante,28165464,"UK-CLL1 (UK-CLL1); UK-CLL2 (UK-CLL2); Genetics and Epidemiology of Colorectal Cancer Consortium (GECCO); Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study (ATBC); Cancer Prevention Study II (CPS-II); European Prospective Investigation into Cancer (EPIC); Health Professional Follow-up Study (HPFS); Melbourne Collaborative Cohort Study (MCCS); Nurses Health Study (NHS); NYU-WHS (NYU-WHS); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); British Columbia Non-Hodgkin Lymphoma Study (BCCA); Multicenter Italian study on gene-environment interactions in lymphoma etiology: translational aspects (Italian GxE); National Cancer Institute- Surveillance, Epidemiology, and End Results Interdisciplinary Case-Control Study of Non-Hodgkins Lymphoma (NCI-SEER); NSW non-Hodgkin lymphoma study  (NSW); Scandinavian Lymphoma Etiology Study (SCALE); Molecular Epidemiology of non-Hodgkin lymphoma  (UCSF2); Yale (Yale); Environmental and genetic risks factors study in adult lymphoma (ENGELA); Epilymph case-control study in six European countries (EpiLymph); The Mayo Clinic study (MAYO); UCSF Family Alcoholism study (UCSF); Memorial-Sloan Kettering Lymphoproliferative disorders Study (MSKCC); Utah Chronic Lymphocytic Leukemia Study (UTAH); International Cancer Genome Consortium-Chronic Lymphocytic Leukemia (ICGC); Womens Health Initiative (WHI); Icelandic Cancer Registry (ICR)",NHL GWAS Consortium,
Domante,20031577,Womens Genome Health Study (WGHS),,
Domante,27663945,Avon Longitudinal Study of Parents and Children (ALSPAC); Generation R Study Group (Generation R); German Infant Study on the influence of Nutrition Intervention (GINI); INfancia y Medio Ambiente Project (INMA); Norwegian Mother and Child Cohort study (MOBA); Netherlands Twin Registry (NTR); Western Australian Pregnancy Cohort Study (RAINE); Twins Early Development Study (TEDS); Tracking Adolescents Individual Lives Survey (TRAILS); Lifestyle Immune System Allergy study (LISA),,
Domante,25990418,Wellcome Trust Case Control Consortium (WTCCC); COIN (COIN); COIN-B (COIN-B),,
Domante,19448620,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Framingham Heart Study (FHS); Rotterdam Study I (RS-I); UK Adult Twin Register (TwinsUK); Rotterdam Study II (RS-II); The Invecchiare in Chianti (InCHIANTI); HAPI Heart Study (HAPI),,
Domante,27976721,NO NAME,,
Domante,19448621,Nurses Health Study (NHS); Womens Genome Health Study (WGHS),,
Domante,21173776,SardiNIA Study of Aging (SardiNIA); Netherlands Twin Registry (NTR); Erasmus Rucphen Family Study (ERF); Study of Addiction: Genetics and Environment (SAGE); Helsinki Birth Cohort Study (HBCS); Nicotine Addiction Genetics study / Interactive Research Project Grants (NAG/IRPG); Queensland Institute of Medical Research (QIMR); Lothian Birth Cohort Studies 1936 (LBC1936); Baltimore Longitudinal Study of Ageing (BLSA); Estonian Genome Center of the University of Tartu (EGCUT); Cilento study (Cilento); NO NAME; Netherlands Study of Depression and Anxiety (NESDA),,
Domante,20526339,NO NAME,,
Domante,22482804,NO NAME; The Population Genetic Cohort (POPGEN); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); ISAAC Phase II study (ISAAC-II); Collaborative Association Study of Psoriasis (CASP); Genizon BioSciences (Genizon); M. Belouchi (M Belouchi); Wellcome Trust Case Control Consortium (WTCCC); Estonian Genome Center of the University of Tartu (EGCUT); Genetic Analysis of Psoriasis Consortium (GAPC); Wellcome Trust Case Control Consortium 2 (WTCCC2),,
Domante,21292315,"National Institute on Aging (NIA); National Institutes of Health Genotype and Phenotype database (dbGAP); British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); University of Munich (UM); University of Tuebingen (Tuebingen); Cooperative Health Research in the Region of Augsburg (KORA); The Population Genetic Cohort (POPGEN); Study of Parkinsons disease Genetics (PDG); Three City Study (3C); NO NAME; Rotterdam Study III (RS-III); NO NAME; Genome-wide scan for Parkinsons disease� Initiative (GenePD); Parkinsons, Genes and Environment (ParGE); PostCep Study (PostCep); Washington University St. Louis Study (WUSTL); Cornell Repository (Cornell)",,
Domante,27897004,Geisinger Health System (GeHS),,
Domante,19936222,Womens Genome Health Study (WGHS); Precocious Coronary Artery Disease Study (PROCARDIS); Framingham Heart Study (FHS),,
Domante,24647736,Cardiometabolic Risk in Chinese (CRC); Korean Association Resource Project (KARE); National Center for Global health and Medicine hospital-based cohort study (CAGE-NCGM); Nutrition and Health of Aging Population in China (NHAPC); Singapore Malay Eye Study (SIMES); Singapore Chinese Eyes Study (SCES); Singapore Prospective Study Program (SP2); Taiwan Super Control Study (TWSC); Singapore Chinese Health Study (SCHS); Shanghai Breast Cancer Study (SBCS); TaiChi consortium (TaiChi); Kyushu University Fukuoka Cohort Study (CAGE-Fukuoka); Japanese Millenium Genome Project (JMGP),,
Domante,21761138,"Colon Cancer Family Registry (CCFR); Womens Health Initiative (WHI); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Diet, Activity, and Lifestyle Study (DALS); Assessment of Risk in Colorectal Tumors In Canada (ARCTIC); Colon Cancer Family Registry Set II (CCFR-II); Darmkrebs: Chancen der Verh�tung durch Screening (DACHS); Diet, Activity and Lifestyle Survey Set II (DALS-II); French Case-Control Study (FRENCH); Health Professional Follow-up Study (HPFS); Molecular Epidemiology of Colorectal Cancer Study (MECC); Newfoundland Familial Colon Cancer Registry (NFCCR); Nurses Health Study (NHS); Physicians Health Study (PHS)",,
Domante,25631615,Brisbane Adolescent Twins Study (BATS); Erasmus Rucphen Family Study (ERF); Gutenberg Health Study I (GHS-I); Gutenberg Health Study II (GHS-II); Western Australian Pregnancy Cohort Study (RAINE); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Twins Eye Study in Tasmania (TEST); UK Adult Twin Register (TwinsUK); Beijing Eye Study (BES); Singapore Chinese Eyes Study (SCES); Singapore Malay Eye Study (SIMES); Singapore Indian Eye Study (SINDI),International Glaucoma Genetics Consortium (IGGC),
Domante,25781442,"Colon Cancer Family Registry (CCFR); Darmkrebs: Chancen der Verh�tung durch Screening (DACHS); Diet, Activity, and Lifestyle Study (DALS); Health Professional Follow-up Study (HPFS); Nurses Health Study (NHS); Ontario Registry for Studies of Familial Colorectal Cancer (OFCCR); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); Postmenopausal Hormones Supplementary Study to the Colon Cancer Family Registry (PMH-CCFR); VITamins And Lifestyle Cohort Study (VITAL); Womens Health Initiative (WHI)",GECCO,
Domante,21211798,NO NAME,,various hospitals in Japan and Korea
Domante,22821403,NO NAME; The Population Genetic Cohort (POPGEN); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); Inflammatory Bowel disease in South-Eastern Norway (IBSEN); Norwegian Bone Marrow Donor Registry (NBMDR),,
Domante,23307926,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); deCODE Genetics (deCODE); Framingham Heart Study (FHS); Nurses Health Study (NHS); Rotterdam Study (RS); UK Adult Twin Register (TwinsUK); Womens Genome Health Study (WGHS); Network for the Study of Ovarian Dysfunction (NSOD); European Prospective Investigation into Cancer (EPIC); Estonian Genome Center of the University of Tartu (EGCUT); Cohorte Lausannoise (CoLaus); Breakthrough Generations Study (BGS),,
Domante,26440539,deCODE Genetics (deCODE); Environment and Genetics in Lung Cancer Etiology Study (EAGLE); Chronic Obstructive Pulmonary Disease Gene Study (COPDGene); Collaborative Genetic Study of Nicotine Dependence (COGEND); Study of Addiction: Genetics and Environment (SAGE); Finnish Twin Cohort Study (FTC); Genetics of Substance Dependence Yale Penn (Yale-Penn); University of Wisconsin-Transdisciplinary Tobacco Use Research Cente (UW-TTURC); Genetic Association Information Network (GAIN),,
Domante,21239051,"PennCATH (PennCATH); medSTARCARDIAC catheterization study (MedSTAR); Wellcome Trust Case Control Consortium (WTCCC); Ottawa Heart Genomics Study (OHGS); Atherosclerotic Disease, Vascular function, and Genetic Epidemiology (ADVANCE); Coronary Artery Disease and genomics (CADomics); Emory Genebank Study (EGS); Intermountain Heart Collaborative Study (IHCS); Verona Heart Study (VHS); Cleveland Clinic GeneBank Study (CCGB); Myocardial Infarction Genetics Consortium (MIGen); German Myocardial Infarction Family Study (GerMIFS)",,
Domante,24080446,Mammary Carcinoma Risk Factor Investigation (MARIE); Singapore and Sweden Breast Cancer Study (SASBAC); Helsinki Breast Cancer Study (HEBCS); Nurses Health Study (NHS); CECILE Breast Cancer Study (CECILE); Gene Environment Interaction and Breast Cancer in Germany (GENICA); Polish Breast Cancer Study (PBCS); Melbourne Collaborative Cohort Study (MCCS); Mayo Clinic Breast Cancer Study (MCBCS); Australian Ovarian Cancer Study (AOCS); Ontario Familial Breast Cancer Registry (OFBCR); Karolinska Mammography Project for Risk Prediction of Breast Cancer (pKARMA); Breast Cancer Association Consortium (BCAC),,
Domante,23266558,NO NAME,,
Domante,27008869,Australian National Endometrial Cancer Study (ANECS); Brisbane Adolescent Twins Study (BATS); Hunter Community Study (HCS); National Study of Endometrial Cancer Genetics (NSECG); Colorectal Tumour Gene Identification study (CoRGI); Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); Wellcome Trust Case Control Consortium (WTCCC); E2C2 (E2C2),,
Domante,27587472,"Anglo-Scandinavian Cardiac Outcomes Trial (ASCOT); Collaborative Atorvastatin Diabetes Study (CARDS); Cholesterol and Atherosclerosis Pharmacogenetics (CAP); Pravastatin Inflammation CRP Evaluation study (PRINCE); Prospective Study of Pravastatin in the Elderly at Risk (PROSPER); Treating to New Targets (TNT); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); BioVU, the Vanderbilt DNA Databank project (BioVu); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Health, Aging, and Body Composition Study (Health ABC); Heart and Vascular Health Atrial Fibrillation Study (HVH); Multi-Ethnic Study of Atherosclerosis (MESA); Rotterdam Study (RS); Justification for the Use of Statins in Primary Prevention: An Intervention Trial Evaluating Rosuvastatin (JUPITER); Genetics of diabetes Audit and Research (GODARTS)",,
Domante,23935956,Val Borbera (Val Borbera); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); UK Adult Twin Register (TwinsUK); Rotterdam Study (RS); Framingham Heart Study (FHS); The Invecchiare in Chianti (InCHIANTI); Meta-Analyses of Glucose and Insulin-related Traits Consortium (MAGIC),CHARGE,
Domante,27416945,Framingham Heart Study (FHS); Sorbs population (SORBS); Finland-United States Investigation of Non-Insulin-Dependent Diabetes Mellitus Genetics (FUSION); Cardiovascular Health Study (CHS); Ludwigshafen Risk and Cardiovascular Health (LURIC); Uppsala Longitudinal Study of Adult Men (ULSAM); Metabolic Syndrome In Men (METSIM); EUGENE2 (EUGENE2); The older order AMISH population studies (AMISH); Relationship between Insulin Sensitivity and Cardiovascular disease (RISC); University of Tuebingen (Tuebingen); Inter99 Study (Inter99); Segovia (Segovia); Pizarra (Pizarra); Botnia Study (BOTS); Ely Study (Ely); Lothian Birth Cohort Studies 1936 (LBC1936),,
Domante,26301688,Childrens Hospital of Philadelphia (CHOP); NO NAME,,
Domante,22960999,Shanxi UGI Cancer Genetics Project (Shanxi); Linxian Nutrition Intervention Trial (NIT); Shanghai Mens Health Study (SMHS); Shanghai Womens Health Study (SWHS); Singapore Chinese Health Study (SCHS),,
Domante,19915576,NO NAME,,various hospitals in Japan
Domante,18650507,Study of the Effectiveness of Additional Reductions in Cholesterol and Homocysteine (SEARCH_b); Heart Protection Study (HPS),,
Domante,28472463,UK Adult Twin Register (TwinsUK); European Prospective Investigation into Cancer (EPIC),,
Domante,22886559,"Alpha-Tocopherol, Beta-Carotene Cancer Prevention Study (ATBC); AgHealth (AgHealth); Give Us a Clue to Cancer and Heart Disease Study II (CLUEII); Cancer Prevention Study II (CPS-II); Health Professional Follow-up Study (HPFS); Melbourne Collaborative Cohort Study (MCCS); Multiethnic Cohort Study of Diet and Health (MEC); Nurses Health Study (NHS); NSHDS (NSHDS); NYU-WHS (NYU-WHS); Physicians Health Study I (PHSI); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); VITamins And Lifestyle Cohort Study (VITAL); Womens Health Study (WHS); Gliogene (Gliogene); Interphone (Interphone); NCI_BTS (NCI_BTS); NIOSH_AGCC (NIOSH_AGCC)",,
Domante,19430480,Wellcome Trust Case Control Consortium (WTCCC); Genetic Resource Investigating Diabetes (GRID); British 1958 Birth Cohort Study (B58C); Inter99 Study (Inter99),GRID,
Domante,19966805,Type 1 Diabetes Genetics Consortium (T1DGC); Genetics of Kidneys in Diabetes Study (GoKinD); Wellcome Trust Case Control Consortium (WTCCC); National Institute of Mental Health (NIMH),,
Domante,18391952,"Wellcome Trust Case Control Consortium T2D (WTCCC-T2D); Wellcome Trust Case Control Consortium HT (WTCCC-HT); Wellcome Trust Case Control Consortium CAD (WTCCC-CAD); Wellcome Trust Case Control Consortium (WTCCC); Diabetes Genetics Initiative of Broad Institute of Harvard and MIT, Lund University, and Novartis Institutes of BioMedical Research (DGI); European Prospective Investigation into Cancer (EPIC); UK Type 2 Diabetes Genetics Consortium (UK2 GCC); Exeter Family Study of Childhood Health (EFSOCH); British Genetics of Hypertension study (BRIGHT); Cohorte Lausannoise (CoLaus)",DGI,
Domante,24850809,Prevention of Renal and Vascular Endstage Disease study (PREVEND); LifeLines (LifeLines),,
Domante,20185149,Thematically Organized Psychoses Research Study (TOP); SGENE plus (SGENE+),,
Domante,19648919,"Study of Epidemiology and Risk Factors in Cancer Heredity (SEARCH); UK Ovarian Cancer Population Study (UKOPS); Royal Marsden Hospital Study (RMH); British 1958 Birth Cohort Study (B58C); UK Colorectal control (UKCRC); Australia Cancer Study (ACS); Diseases of the Ovary and their Evaluation Study (DOVE); Poland Ovarian Cancer Study (POCS); Los Angeles County Case-Control Studies of Ovarian Cancer (LAC-CCOC); Malignant Ovarian Cancer Study (MaOCS); Gilda Radner Familial Ovarian Cancer Registry (GRFOCR); Hormones and Ovarian Cancer Prediction Study (HOPE); Genetic Epidemiology of Ovarian Cancer (FROC&GEOCS); Bavarian Ovarian Cancer Cases and Controls (BOCC); New England-based Case-Control Study of Ovarian Cancer (NECC); UC Irvine Ovarian Cancer Study, California (UCIOCS); Mayo Clinic Ovarian Cancer Study (MOCS); North Carolina Ovarian Cancer Study (NCOCS); Hawaii Ovarian Cancer Study (HOCS); Hannover-Jena Ovarian Cancer Study (HJOCS); Familial Ovarian Tumor Study (FOTS); German Ovarian Cancer Study (GOCS); Nurses Health Study (NHS); Melbourne Collaborative Cohort Study (MCCS)",,
Domante,22423221,"Womens Health Initiative SNP Health Association Resource (WHI-SHARe); Atherosclerosis Risk in Communities Study (ARIC); Coronary Artery Risk Development in Young Adults (CARDIA); Jackson Heart Study (JHS); Health, Aging, and Body Composition Study (Health ABC); Healthy Aging in Neighborhoods of Diversity across the Life Span Study (HANDLS); Genetic STudy of Aspirin Responsiveness (GeneSTAR); Candidate Gene Association Resource (CGARe); Genetic STudy of Aspirin Responsiveness (GeneSTAR)",COGENT,
Domante,21873549,"Framingham Heart Study (FHS); Precocious Coronary Artery Disease Study (PROCARDIS); Diabetes Genetics Initiative of Broad Institute of Harvard and MIT, Lund University, and Novartis Institutes of BioMedical Research (DGI); Metabolic Syndrome In Men (METSIM); Botnia Prevalence, Prediction and Prevention of Diabetes study (BPPP); Helsinki Birth Cohort Study (HBCS); Hertfordshire Cohort Study (HerCS); Uppsala Longitudinal Study of Adult Men (ULSAM); Relationship between Insulin Sensitivity and Cardiovascular disease (RISC); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); Segovia (Segovia); Greek Health Randomized Aging Study (GHRAS); Stockholm Diabetes Prevention Program (SDPP)",,
